"","expr","time","fun_name"
"674","R",36689,"baUtility"
"675","Rcpp",9318,"baUtility"
"676","R",37410,"baUtility"
"677","R",42240,"baUtility"
"678","R",36569,"baUtility"
"679","Rcpp",9488,"baUtility"
"680","Rcpp",8646,"baUtility"
"681","R",37561,"baUtility"
"682","Rcpp",8787,"baUtility"
"683","Rcpp",8436,"baUtility"
"684","R",37731,"baUtility"
"685","Rcpp",9017,"baUtility"
"686","R",37631,"baUtility"
"687","Rcpp",8997,"baUtility"
"688","R",37009,"baUtility"
"689","Rcpp",8907,"baUtility"
"690","R",37351,"baUtility"
"691","R",36829,"baUtility"
"692","Rcpp",8867,"baUtility"
"693","Rcpp",8446,"baUtility"
"694","Rcpp",8426,"baUtility"
"695","Rcpp",8205,"baUtility"
"696","Rcpp",8706,"baUtility"
"697","Rcpp",8075,"baUtility"
"698","Rcpp",8375,"baUtility"
"699","R",38782,"baUtility"
"700","R",36960,"baUtility"
"701","Rcpp",9127,"baUtility"
"702","Rcpp",8296,"baUtility"
"703","R",38503,"baUtility"
"704","R",37019,"baUtility"
"705","R",36910,"baUtility"
"706","Rcpp",9558,"baUtility"
"707","R",36899,"baUtility"
"708","R",36509,"baUtility"
"709","Rcpp",9208,"baUtility"
"710","R",36879,"baUtility"
"711","Rcpp",9388,"baUtility"
"712","R",37811,"baUtility"
"713","Rcpp",8827,"baUtility"
"714","R",37090,"baUtility"
"715","R",36518,"baUtility"
"716","R",36588,"baUtility"
"717","Rcpp",8906,"baUtility"
"718","R",37190,"baUtility"
"719","R",37240,"baUtility"
"720","Rcpp",13906,"baUtility"
"721","Rcpp",8746,"baUtility"
"722","R",37410,"baUtility"
"723","Rcpp",8837,"baUtility"
"724","Rcpp",8366,"baUtility"
"725","R",37410,"baUtility"
"726","R",36519,"baUtility"
"727","R",37009,"baUtility"
"728","Rcpp",9387,"baUtility"
"729","R",36579,"baUtility"
"730","R",36669,"baUtility"
"731","R",36349,"baUtility"
"732","Rcpp",9137,"baUtility"
"733","Rcpp",8646,"baUtility"
"734","R",37240,"baUtility"
"735","Rcpp",9217,"baUtility"
"736","R",37220,"baUtility"
"737","Rcpp",9107,"baUtility"
"738","R",37039,"baUtility"
