"","expr","time","fun_name"
"374","Rcpp",24917,"destinationAngle"
"375","R",601818,"destinationAngle"
"376","R",603662,"destinationAngle"
"377","R",598322,"destinationAngle"
"378","Rcpp",22542,"destinationAngle"
"379","Rcpp",22092,"destinationAngle"
"380","R",609042,"destinationAngle"
"381","Rcpp",24997,"destinationAngle"
"382","Rcpp",21099,"destinationAngle"
"383","Rcpp",18455,"destinationAngle"
"384","R",611928,"destinationAngle"
"385","R",588182,"destinationAngle"
"386","R",596889,"destinationAngle"
"387","R",695334,"destinationAngle"
"388","R",668704,"destinationAngle"
"389","Rcpp",23744,"destinationAngle"
"390","R",673714,"destinationAngle"
"391","R",659767,"destinationAngle"
"392","Rcpp",32862,"destinationAngle"
"393","R",651392,"destinationAngle"
"394","R",666249,"destinationAngle"
"395","Rcpp",28213,"destinationAngle"
"396","Rcpp",22402,"destinationAngle"
"397","R",666240,"destinationAngle"
"398","Rcpp",26180,"destinationAngle"
"399","R",652223,"destinationAngle"
"400","R",658104,"destinationAngle"
"401","R",665598,"destinationAngle"
"402","R",647574,"destinationAngle"
"403","Rcpp",34945,"destinationAngle"
"404","R",656501,"destinationAngle"
"405","Rcpp",30277,"destinationAngle"
"406","Rcpp",23043,"destinationAngle"
"407","R",662012,"destinationAngle"
"408","Rcpp",28834,"destinationAngle"
"409","R",656080,"destinationAngle"
"410","Rcpp",27712,"destinationAngle"
"411","Rcpp",24025,"destinationAngle"
"412","R",663534,"destinationAngle"
"413","Rcpp",22833,"destinationAngle"
"414","Rcpp",24025,"destinationAngle"
"415","Rcpp",25668,"destinationAngle"
"416","Rcpp",18375,"destinationAngle"
"417","R",670828,"destinationAngle"
"418","Rcpp",23234,"destinationAngle"
"419","Rcpp",23163,"destinationAngle"
"420","Rcpp",24076,"destinationAngle"
"421","Rcpp",18565,"destinationAngle"
"422","Rcpp",24205,"destinationAngle"
"423","R",662753,"destinationAngle"
"424","R",654227,"destinationAngle"
"425","Rcpp",28223,"destinationAngle"
"426","R",659878,"destinationAngle"
"427","Rcpp",27672,"destinationAngle"
"428","R",664877,"destinationAngle"
"429","R",658324,"destinationAngle"
"430","Rcpp",22943,"destinationAngle"
"431","R",663955,"destinationAngle"
"432","R",663845,"destinationAngle"
"433","Rcpp",29636,"destinationAngle"
"434","Rcpp",19036,"destinationAngle"
"435","Rcpp",22141,"destinationAngle"
"436","Rcpp",22212,"destinationAngle"
"437","Rcpp",18575,"destinationAngle"
"438","R",664937,"destinationAngle"
"439","Rcpp",22733,"destinationAngle"
"440","Rcpp",23434,"destinationAngle"
"441","R",660929,"destinationAngle"
"442","Rcpp",26399,"destinationAngle"
"443","R",662592,"destinationAngle"
"444","R",659597,"destinationAngle"
"445","R",651983,"destinationAngle"
"446","R",654979,"destinationAngle"
"447","R",657453,"destinationAngle"
"448","R",650740,"destinationAngle"
"449","Rcpp",30297,"destinationAngle"
"450","Rcpp",22983,"destinationAngle"
"451","Rcpp",18074,"destinationAngle"
"452","Rcpp",23524,"destinationAngle"
"453","R",656551,"destinationAngle"
"454","R",659577,"destinationAngle"
"455","R",642746,"destinationAngle"
"456","R",646012,"destinationAngle"
"457","R",654127,"destinationAngle"
"458","Rcpp",28082,"destinationAngle"
"459","Rcpp",28182,"destinationAngle"
"460","Rcpp",18975,"destinationAngle"
"461","R",652594,"destinationAngle"
"462","Rcpp",22452,"destinationAngle"
"463","R",658194,"destinationAngle"
"464","R",647123,"destinationAngle"
"465","Rcpp",37440,"destinationAngle"
"466","R",640120,"destinationAngle"
"467","Rcpp",31168,"destinationAngle"
