"","expr","time","fun_name"
"853","R",43602,"dist"
"854","R",42329,"dist"
"855","R",41708,"dist"
"856","R",41939,"dist"
"857","Rcpp",6031,"dist"
"858","Rcpp",4228,"dist"
"859","R",42690,"dist"
"860","Rcpp",4879,"dist"
"861","Rcpp",4449,"dist"
"862","Rcpp",4609,"dist"
"863","Rcpp",4178,"dist"
"864","Rcpp",4067,"dist"
"865","Rcpp",4047,"dist"
"866","Rcpp",4248,"dist"
"867","R",48481,"dist"
"868","Rcpp",4959,"dist"
"869","Rcpp",4549,"dist"
"870","Rcpp",4168,"dist"
"871","R",43131,"dist"
"872","Rcpp",4759,"dist"
"873","Rcpp",4008,"dist"
"874","Rcpp",4589,"dist"
"875","Rcpp",4248,"dist"
"876","R",43071,"dist"
"877","R",41778,"dist"
"878","Rcpp",5029,"dist"
"879","R",42340,"dist"
"880","R",42059,"dist"
"881","R",41738,"dist"
"882","Rcpp",5421,"dist"
"883","Rcpp",4348,"dist"
"884","Rcpp",4378,"dist"
"885","R",43060,"dist"
"886","R",44303,"dist"
"887","R",41127,"dist"
"888","Rcpp",5230,"dist"
"889","R",42430,"dist"
"890","R",41648,"dist"
"891","Rcpp",5089,"dist"
"892","Rcpp",4529,"dist"
"893","Rcpp",4188,"dist"
"894","Rcpp",4068,"dist"
"895","Rcpp",4008,"dist"
"896","R",42970,"dist"
"897","Rcpp",4719,"dist"
"898","R",42630,"dist"
"899","R",41738,"dist"
"900","R",43041,"dist"
"901","Rcpp",5180,"dist"
"902","R",42350,"dist"
"903","R",42049,"dist"
"904","Rcpp",5641,"dist"
"905","Rcpp",4178,"dist"
"906","Rcpp",4498,"dist"
"907","R",42009,"dist"
"908","R",41007,"dist"
"909","R",40516,"dist"
"910","Rcpp",5260,"dist"
"911","R",47168,"dist"
"912","Rcpp",4959,"dist"
"913","Rcpp",4008,"dist"
"914","R",41588,"dist"
"915","R",42179,"dist"
"916","R",40687,"dist"
"917","Rcpp",5160,"dist"
"918","Rcpp",3997,"dist"
"919","Rcpp",4047,"dist"
"920","R",41749,"dist"
"921","Rcpp",4478,"dist"
"922","Rcpp",4268,"dist"
